0,0,,,,1500.0,1500,1420.0,1500
0.05,1,114,6,49,1495.4,1500,1470,1500
0.1,2,114,6,49,1495.4,1500,1470,1500
0.15000000000000002,3,200,112,99,1504.0,1500,1408.0,1500
0.2,4,210,114,230,1505.0,1500,1406.0,1500
0.25,5,214,114,312,1505.4,1500,1406.0,1500
0.3,6,218,114,324,1505.8,1500,1406.0,1500
0.35,7,221,115,299,1506.1,1500,1405.0,1500
0.39999999999999997,8,225,119,204,1506.5,1500,1401.0,1500
0.44999999999999996,9,222,119,204,1506.2,1500,1401.0,1500
0.49999999999999994,10,220,119,260,1506.0,1500,1401.0,1500
0.5499999999999999,11,217,121,216,1505.7,1500,1399.0,1500
0.6,12,216,122,216,1505.6,1500,1398.0,1500
0.65,13,213,117,170,1505.3,1500,1403.0,1500
0.7000000000000001,14,216,102,575,1505.6,1500,1418.0,1500
0.7500000000000001,15,223,81,1292,1506.3,1500,1439.0,1500
0.8000000000000002,16,223,70,900,1506.3,1500,1450.0,1500
0.8500000000000002,17,222,36,891,1506.2,1500,1470,1500
0.9000000000000002,18,219,17,529,1505.9,1500,1470,1500
0.9500000000000003,19,177,5,850,1501.7,1500,1470,1500
1.0000000000000002,20,176,5,670,1501.6,1500,1470,1500
1.0500000000000003,21,179,12,975,1501.9,1500,1470,1500
1.1000000000000003,22,170,35,1260,1501.0,1500,1470,1500
1.1500000000000004,23,161,78,1824,1500.1,1500,1442.0,1500
1.2000000000000004,24,165,101,2400,1500.5,1500,1419.0,1500
1.2500000000000004,25,161,121,4500,1500.1,1500,1399.0,1500
1.3000000000000005,26,185,127,2365,1502.5,1500,1393.0,1500
1.3500000000000005,27,205,114,2860,1504.5,1500,1406.0,1500
1.4000000000000006,28,207,112,1722,1504.7,1500,1408.0,1500
1.4500000000000006,29,204,106,1550,1504.4,1500,1414.0,1500
1.5000000000000007,30,184,57,1862,1502.4,1500,1463.0,1500
1.5500000000000007,31,206,93,825,1504.6,1500,1427.0,1500
1.6000000000000008,32,206,88,1036,1504.6,1500,1432.0,1500
1.6500000000000008,33,204,83,1118,1504.4,1500,1437.0,1500
1.7000000000000008,34,214,74,414,1505.4,1500,1446.0,1500
1.7500000000000009,35,224,62,330,1506.4,1500,1458.0,1500
1.800000000000001,36,235,40,78,1507.5,1500,1470,1500
1.850000000000001,37,114,6,49,1495.4,1500,1470,1500
1.900000000000001,38,227,13,50,1506.7,1500,1470,1500
1.950000000000001,39,223,8,54,1506.3,1500,1470,1500
2.000000000000001,40,114,6,42,1495.4,1500,1470,1500
2.0500000000000007,41,114,6,49,1495.4,1500,1470,1500
2.1000000000000005,42,212,6,60,1505.2,1500,1470,1500
2.1500000000000004,43,114,6,49,1495.4,1500,1470,1500
2.2,44,208,16,50,1504.8,1500,1470,1500
2.25,45,207,29,78,1504.7,1500,1470,1500
2.3,46,207,39,60,1504.7,1500,1470,1500
2.3499999999999996,47,208,58,102,1504.8,1500,1462.0,1500
2.3999999999999995,48,204,70,91,1504.4,1500,1450.0,1500
2.4499999999999993,49,196,88,48,1503.6,1500,1432.0,1500
2.499999999999999,50,204,78,36,1504.4,1500,1442.0,1500
2.549999999999999,51,197,82,60,1503.7,1500,1438.0,1500
2.5999999999999988,52,193,81,119,1503.3,1500,1439.0,1500
2.6499999999999986,53,169,85,180,1500.9,1500,1435.0,1500
2.6999999999999984,54,167,78,231,1500.7,1500,1442.0,1500
2.7499999999999982,55,161,64,231,1500.1,1500,1456.0,1500
2.799999999999998,56,156,55,210,1499.6,1500,1465.0,1500
2.849999999999998,57,144,42,230,1498.4,1500,1470,1500
2.8999999999999977,58,132,36,180,1497.2,1500,1470,1500
2.9499999999999975,59,120,35,231,1496.0,1500,1470,1500
2.9999999999999973,60,106,40,231,1494.6,1500,1470,1500
3.049999999999997,61,104,46,299,1494.4,1500,1470,1500
3.099999999999997,62,103,55,266,1494.3,1500,1465.0,1500
3.149999999999997,63,110,60,252,1495.0,1500,1460.0,1500
3.1999999999999966,64,123,62,276,1496.3,1500,1458.0,1500
3.2499999999999964,65,130,59,286,1497.0,1500,1461.0,1500
3.2999999999999963,66,142,59,210,1498.2,1500,1461.0,1500
3.349999999999996,67,149,58,180,1498.9,1500,1462.0,1500
3.399999999999996,68,160,57,170,1500.0,1500,1463.0,1500
3.4499999999999957,69,167,55,153,1500.7,1500,1465.0,1500
3.4999999999999956,70,176,52,105,1501.6,1500,1468.0,1500
3.5499999999999954,71,180,49,98,1502.0,1500,1470,1500
3.599999999999995,72,182,45,78,1502.2,1500,1470,1500
3.649999999999995,73,183,44,65,1502.3,1500,1470,1500
3.699999999999995,74,184,45,91,1502.4,1500,1470,1500
3.7499999999999947,75,185,49,84,1502.5,1500,1470,1500
3.7999999999999945,76,184,53,91,1502.4,1500,1467.0,1500
3.8499999999999943,77,182,60,91,1502.2,1500,1460.0,1500
3.899999999999994,78,181,66,104,1502.1,1500,1454.0,1500
3.949999999999994,79,179,72,150,1501.9,1500,1448.0,1500
3.999999999999994,80,178,74,128,1501.8,1500,1446.0,1500
4.049999999999994,81,175,77,153,1501.5,1500,1443.0,1500
4.099999999999993,82,173,79,160,1501.3,1500,1441.0,1500
4.149999999999993,83,173,80,84,1501.3,1500,1440.0,1500
4.199999999999993,84,171,78,180,1501.1,1500,1442.0,1500
4.249999999999993,85,171,76,153,1501.1,1500,1444.0,1500
4.299999999999993,86,171,76,153,1501.1,1500,1444.0,1500
4.3499999999999925,87,114,6,49,1495.4,1500,1470,1500
4.399999999999992,88,175,76,120,1501.5,1500,1444.0,1500
4.449999999999992,89,181,74,99,1502.1,1500,1446.0,1500
4.499999999999992,90,185,74,140,1502.5,1500,1446.0,1500
4.549999999999992,91,189,72,98,1502.9,1500,1448.0,1500
4.599999999999992,92,194,73,117,1503.4,1500,1447.0,1500
